stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
AA010,8767,"SUSSEX / RIDEAU FALLS",,45.43987,-75.695842,,,0
AA020,6859,"SUSSEX / RIDEAU FALLS",,45.439572,-75.695693,,,0
AA030,7001,"SUSSEX / ALEXANDER",,45.442859,-75.693562,,,0
AA035,8762,"ALEXANDER / THOMAS",,45.442797,-75.692323,,,0
AA040,7000,"JOHN / SUSSEX",,45.442553,-75.693503,,,0
AA050,7002,"ALEXANDER / CHARLES",,45.44253,-75.691509,,,0
AA060,8766,"CRICHTON / CHARLES",,45.442222,-75.691219,,,0
AA070,7003,"CRICHTON / UNION",,45.441673,-75.689962,,,0
AA080,7005,"CRICHTON / UNION",,45.441706,-75.689527,,,0
AA090,7004,"CRICHTON / VICTORIA",,45.441139,-75.688269,,,0
AA100,7006,"CRICHTON / VICTORIA",,45.441164,-75.687936,,,0
AA110,7007,"CRICHTON / KEEFER",,45.440732,-75.686613,,,0
AA120,8763,"CRICHTON / KEEFER",,45.440601,-75.686426,,,0
AA130,7008,"CRICHTON / DUFFERIN",,45.439581,-75.682987,,,0
AA140,8765,"CRICHTON / THE MEWS",,45.439641,-75.682641,,,0
AA150,7010,"CRICHTON / ELECTRIC",,45.439082,-75.679952,,,0
AA160,7009,"CRICHTON / ELECTRIC",,45.438884,-75.679878,,,0
AA170,8764,"CRICHTON / BEECHWOOD",,45.438603,-75.678425,,,0
AA180,7011,"CRICHTON / BEECHWOOD",,45.438757,-75.678512,,,0
AA190,8792,"BEECHWOOD / CRICHTON",,45.438651,-75.677619,,,0
AA210,8922,"BEECHWOOD / MACKAY",,45.439555,-75.676852,,,0
AA221,8794,"BEECHWOOD / LOYER",,45.440025,-75.675742,,,0
AA231,8795,"BEECHWOOD / MARIER",,45.441155,-75.673621,,,0
AA240,8790,"BEECHWOOD / ST CHARLES",,45.441145,-75.674055,,,0
AA251,1649,"BEECHWOOD / MARIER",,45.442188,-75.671355,,,0
AA260,7015,"BEECHWOOD / ACACIA",,45.442189,-75.67156,,,0
AA270,7013,"BEECHWOOD / JOLLIET",,45.444127,-75.670291,,,0
AA280,8797,"BEECHWOOD / CORONA",,45.444062,-75.670535,,,0
AA300,7016,"BEECHWOOD / JULIANA",,45.445854,-75.669499,,,0
AA310,8796,"BEECHWOOD / JULIANA",,45.445888,-75.669179,,,0
AA320,7017,"HEMLOCK / LANSDOWNE",,45.447629,-75.66845,,,0
AA325,7018,"HEMLOCK / WHITEMARL",,45.448833,-75.665799,,,0
AA330,7019,"HEMLOCK / LANSDOWNE",,45.44759,-75.66808,,,0
AA335,7020,"HEMLOCK / WHITEMARL",,45.448764,-75.665033,,,0
AA340,8788,"SPRINGFIELD / BEECHWOOD",,45.440073,-75.676295,,,0
AA350,7021,"SPRINGFIELD / PUTMAN",,45.44184,-75.676806,,,0
AA360,7022,"SPRINGFIELD / RIDEAU",,45.44367,-75.677188,,,0
AA370,7023,"SPRINGFIELD / LINDENLEA",,45.444904,-75.677439,,,0
AA380,8789,"MAPLE LANE / SPRINGFIELD",,45.446318,-75.677597,,,0
AA390,7024,"MAPLE LANE / ELMDALE",,45.446541,-75.674884,,,0
AA400,7025,"MAPLE LANE / ACACIA",,45.4467,-75.67313,,,0
AA410,7026,"ACACIA / RIDEAU",,45.444562,-75.672433,,,0
AB060,1650,"MARIER / BEECHWOOD",,45.441964,-75.671499,,,0
AB065,7263,"MARIER / BARRETTE",,45.441906,-75.670963,,,0
AB070,7029,"MARIER / GENEST",,45.44119,-75.669056,,,0
AB075,7264,"MARIER / GENEST",,45.441046,-75.669084,,,0
AB100,8752,"DES PÈRES BLANCS / MARIER",,45.440041,-75.665711,,,0
AB110,8995,"DES PÈRES BLANCS / MARIER",,45.440164,-75.665364,,,0
AB120,7034,"DES PÈRES BLANCS / MARQUETTE",,45.440851,-75.664575,,,0
AB130,7035,"DES PÈRES BLANCS / LONGPRÉ",,45.440779,-75.664524,,,0
AB185,839,"DES PÈRES BLANCS / LEBRUN",,45.442703,-75.661799,,,0
AB195,1890,"DES PÈRES BLANCS / LEBRUN",,45.442322,-75.662584,,,0
AB200,7040,"300 DES PÈRES BLANCS",,45.44432,-75.660177,,,0
AB290,1545,"GRANVILLE / MONTRÉAL",,45.43819,-75.656242,,,0
AB300,8749,"ALFRED / MONTRÉAL",,45.438852,-75.654583,,,0
AB310,7046,"MONTFORT / ALFRED",,45.439439,-75.656057,,,0
AB320,1544,"MONTFORT / GRANVILLE",,45.439111,-75.656688,,,0
AB330,8745,"MONTFORT / STE ANNE",,45.439109,-75.658912,,,0
AB340,8747,"MONTFORT / STE ANNE",,45.438931,-75.659222,,,0
AB350,7049,"MONTFORT / BRADLEY",,45.438836,-75.660974,,,0
AB360,7047,"MONTFORT / PARK",,45.438902,-75.661395,,,0
AB370,7048,"MONTFORT / MARIER",,45.438797,-75.663007,,,0
AB380,7050,"MARIER / MONTFORT",,45.438872,-75.663402,,,0
AB450,8944,"VANIER / PATHWAY",,45.437726,-75.674028,,,0
AB455,1398,"VANIER / PATHWAY",,45.437472,-75.673853,,,0
AB456,6579,"VANIER / MEILLEUR",,45.437307,-75.671521,,,0
AB458,6580,"VANIER / MEILLEUR",,45.437146,-75.671591,,,0
AB460,7051,"VANIER / DESCHAMPS",,45.436554,-75.66905,,,0
AB470,8775,"VANIER / DESCHAMPS",,45.436075,-75.668594,,,0
AB480,7052,"VANIER / MONTRÉAL",,45.435079,-75.666424,,,0
AB490,8781,"MONTRÉAL / NORTH RIVER",,45.433007,-75.669828,,,0
AB500,1575,"MONTRÉAL / MONTGOMERY",,45.433223,-75.668662,,,0
AB510,8783,"MONTRÉAL / VANIER",,45.434216,-75.66659,,,0
AB520,7053,"MONTRÉAL / VANIER",,45.434213,-75.666155,,,0
AB530,8947,"MONTRÉAL / EMOND",,45.435215,-75.664146,,,0
AB540,7054,"MONTRÉAL / CYR",,45.435043,-75.66397,,,0
AB550,8784,"MONTRÉAL / OLMSTEAD",,45.435904,-75.662398,,,0
AB560,8758,"MONTRÉAL / OLMSTEAD",,45.435591,-75.662582,,,0
AB570,7055,"MONTRÉAL / MARIER",,45.436505,-75.660843,,,0
AB580,7057,"MONTRÉAL / BEGIN",,45.436306,-75.66073,,,0
AB600,7058,"MONTRÉAL / LACASSE",,45.43725,-75.658211,,,0
AB611,1279,"MONTRÉAL / BRADLEY",,45.437314,-75.658616,,,0
AB620,7059,"MONTRÉAL / LAFONTAINE",,45.437832,-75.656554,,,0
AB630,1543,"MONTRÉAL / GRANVILLE",,45.438268,-75.655857,,,0
AB640,929,"MONTRÉAL / DUCHARME",,45.43865,-75.653985,,,0
AB650,8741,"MONTRÉAL / CANTIN",,45.43904,-75.653276,,,0
AB660,8740,"MONTRÉAL / DE L'ÉGLISE",,45.439583,-75.651261,,,0
AB670,8739,"MONTRÉAL / DE L'EGLISE",,45.439665,-75.651401,,,0
AB680,7060,"MONTRÉAL / NOTRE DAME CEMETERY",,45.44019,-75.649271,,,0
AB690,927,"MONTRÉAL / NOTRE DAME CEMETERY",,45.440301,-75.649678,,,0
AB700,953,"MONTRÉAL / ST LAURENT",,45.440902,-75.6471,,,0
AC010,8723,"MCARTHUR / VANIER",,45.431256,-75.66294,,,0
AC020,8773,"MCARTHUR / VANIER",,45.43105,-75.663109,,,0
AC030,7061,"MCARTHUR / OLMSTEAD",,45.43123,-75.66064,,,0
AC035,8774,"MCARTHUR / OLMSTEAD",,45.431433,-75.660023,,,0
AC040,7062,"MCARTHUR / CRETE",,45.431584,-75.658602,,,0
AC050,8932,"MCARTHUR / ALLEN",,45.431457,-75.657262,,,0
AC060,7063,"MCARTHUR / LACASSE",,45.431706,-75.656786,,,0
AC070,5826,"MCARTHUR / CARMEN",,45.431598,-75.65565,,,0
AC080,8615,"MCARTHUR / LAFONTAINE",,45.4318,-75.654918,,,0
AC090,7064,"MCARTHUR / LAFONTAINE",,45.431669,-75.654268,,,0
AC100,7065,"MCARTHUR / EASTWOOD",,45.431957,-75.653037,,,0
AC110,8600,"MCARTHUR / IRWIN MILLER",,45.431808,-75.652426,,,0
AC120,7066,"MCARTHUR / BRANT",,45.432088,-75.650057,,,0
AC130,7067,"MCARTHUR / BRANT",,45.43198,-75.650072,,,0
AC140,8605,"MCARTHUR / DE L'ÉGLISE",,45.432253,-75.648099,,,0
AC150,8662,"MCARTHUR / MOORVALE",,45.432093,-75.648409,,,0
AC160,7068,"MCARTHUR / MAY",,45.432464,-75.644965,,,0
AC170,8601,"MCARTHUR / MAY",,45.432313,-75.645415,,,0
AC180,7069,"MCARTHUR / ST LAURENT",,45.432603,-75.643186,,,0
AC190,7070,"MCARTHUR / ST LAURENT",,45.432461,-75.643483,,,0
AD010,7080,"VANIER / COVENTRY",,45.420926,-75.658071,,,0
AD020,7081,"VANIER / COVENTRY",,45.421807,-75.659144,,,0
AD030,8175,"VANIER / PRESLAND",,45.42258,-75.661345,,,0
AD040,8174,"VANIER / PRESLAND",,45.422801,-75.661187,,,0
AD050,7082,"VANIER / QUEEN MARY",,45.424358,-75.662373,,,0
AD060,7084,"VANIER / QUEEN MARY",,45.42423,-75.662021,,,0
AD070,7083,"VANIER / DONALD",,45.426937,-75.662965,,,0
AD080,8517,"VANIER / DONALD",,45.427691,-75.662711,,,0
AD085,5700,"VANIER / MCARTHUR",,45.430445,-75.664025,,,0
AD090,8770,"VANIER / MCARTHUR",,45.431687,-75.664007,,,0
AD100,8945,"VANIER / MCARTHUR",,45.431707,-75.664352,,,0
AD110,7085,"VANIER / MONTRÉAL",,45.433985,-75.665749,,,0
AD135,1995,"MCARTHUR / NORTH RIVER",,45.430699,-75.667996,,,0
AD140,8777,"MCARTHUR / MAYFIELD",,45.431078,-75.665703,,,0
AD145,7086,"MCARTHUR / MAYFIELD",,45.430862,-75.66568,,,0
AD200,8780,"NORTH RIVER / MONTRÉAL",,45.432441,-75.669977,,,0
AD210,8786,"NORTH RIVER / SELKIRK",,45.431997,-75.669472,,,0
AD220,7087,"NORTH RIVER / AD. 333",,45.431276,-75.669432,,,0
AD230,7088,"NORTH RIVER / MCARTHUR",,45.43122,-75.669088,,,0
AD260,8772,"NORTH RIVER / WASHINGTON",,45.429461,-75.668487,,,0
AD265,8768,"NORTH RIVER / WASHINGTON",,45.429288,-75.668196,,,0
AD270,7090,"NORTH RIVER / ONTARIO",,45.427951,-75.667551,,,0
AD280,7089,"NORTH RIVER / ONTARIO",,45.42789,-75.667743,,,0
AD300,1897,"NORTH RIVER / COLUMBUS",,45.426282,-75.666949,,,0
AD310,8581,"NORTH RIVER / COLUMBUS",,45.426145,-75.666708,,,0
AD320,7092,"QUEEN MARY / NORTH RIVER",,45.424284,-75.665637,,,0
AD330,7328,"QUEEN MARY / NORTH RIVER",,45.424156,-75.665345,,,0
AD340,7091,"QUEEN MARY / MARION",,45.424255,-75.664193,,,0
AD350,7093,"QUEEN MARY / MARION",,45.424442,-75.663897,,,0
AD360,8580,"QUEEN MARY / VANIER",,45.424545,-75.661965,,,0
AD370,8576,"QUEEN MARY / VANIER",,45.424435,-75.661711,,,0
AD380,7097,"QUEEN MARY / VERA",,45.424524,-75.660317,,,0
AD390,7094,"QUEEN MARY / VERA",,45.42471,-75.659893,,,0
AD400,7095,"QUILL / QUEEN MARY",,45.424908,-75.657487,,,0
AD410,7098,"QUILL / QUEEN MARY",,45.425186,-75.657343,,,0
AD420,7096,"QUILL / GLYNN",,45.425835,-75.657589,,,0
AD430,7099,"QUILL / COLUMBUS",,45.426664,-75.657617,,,0
AD440,8577,"DONALD / QUILL",,45.427607,-75.657383,,,0
AD450,8579,"DONALD / QUILL",,45.427767,-75.657164,,,0
AD460,7100,"DONALD / EDITH",,45.427745,-75.655426,,,0
AD470,7103,"DONALD / EVE",,45.427948,-75.654925,,,0
AD508,3578,"DONALD / TELFORD",,45.428519,-75.646929,,,0
AD509,1074,"DONALD / FRANCES",,45.428357,-75.64697,,,0
AD645,7404,"LOLA / DONALD",,45.427663,-75.65282,,,0
AD646,1517,"LOLA / DONALD",,45.427724,-75.652628,,,0
AD655,7267,"LOLA / KING GEORGE",,45.425501,-75.652508,,,0
AD660,7114,"LOLA / QUEEN MARY",,45.425378,-75.65229,,,0
AD670,7113,"LOLA / PRESLAND",,45.423327,-75.651735,,,0
AD680,7115,"LOLA / PRESLAND",,45.423379,-75.651568,,,0
AD690,8589,"LOLA / COVENTRY",,45.421989,-75.650963,,,0
AD700,7116,"LOLA / COVENTRY",,45.421987,-75.650695,,,0
AD720,7118,"360 COVENTRY",,45.421423,-75.647892,,,0
AD730,7117,"COVENTRY / BELFAST",,45.421519,-75.648274,,,0
AD740,1977,"COVENTRY / ST-LAURENT MALL",,45.422986,-75.642251,,,0
AD750,1978,"COVENTRY / ST-LAURENT MALL",,45.422828,-75.642412,,,0
AE010,1371,"TREMBLAY / VIA RAIL",,45.418393,-75.652309,,,0
AE015,3024,"VIA-RAIL",,45.416611,-75.651722,,,0
AE020,1369,"TREMBLAY / VIA RAIL",,45.418315,-75.651647,,,0
AE040,1836,"TREMBLAY / BELFAST",,45.418716,-75.64645,,,0
AE050,1837,"TREMBLAY / AVENUE K",,45.418478,-75.64839,,,0
AE060,1849,"TREMBLAY / AVENUE P",,45.418739,-75.644406,,,0
AE080,7124,"TREMBLAY / AVENUE R",,45.419035,-75.642178,,,0
AE090,7126,"TREMBLAY / AVENUE R",,45.418876,-75.642538,,,0
AE120,1574,"TREMBLAY / AVENUE U",,45.419237,-75.639108,,,0
AE130,7127,"TREMBLAY / AVENUE U",,45.419129,-75.639123,,,0
AE140,7129,"TREMBLAY / AD. 529",,45.419107,-75.636261,,,0
AE150,7128,"TREMBLAY / AD. 530",,45.418955,-75.636352,,,0
AE220,8595,"BELFAST / TRAINYARDS",,45.414596,-75.6419,,,0
AE235,8587,"TRAINYARDS / TERMINAL",,45.413876,-75.643436,,,0
AE241,8585,"TRAINYARDS / BELFAST",,45.414386,-75.643316,,,0
AE260,8582,"BELFAST / AD. 805",,45.413677,-75.639308,,,0
AE320,8541,"INDUSTRIAL / ST LAURENT",,45.406633,-75.627713,,,0
AE325,7137,"831 INDUSTRIAL",,45.408079,-75.633209,,,0
AE330,8548,"INDUSTRIAL / ST LAURENT",,45.406142,-75.630544,,,0
AE335,8546,"830 INDUSTRIAL",,45.407219,-75.632546,,,0
AE340,7158,"INDUSTRIAL / RUSSELL",,45.408829,-75.634808,,,0
AE351,742,"INDUSTRIAL / RUSSELL",,45.409092,-75.635097,,,0
AE355,1188,"INDUSTRIAL / RUSSELL",,45.409946,-75.637605,,,0
AE360,1189,"INDUSTRIAL / RUSSELL",,45.409863,-75.637581,,,0
AE370,1714,"695 INDUSTRIAL",,45.410788,-75.640692,,,0
AE375,1715,"700 INDUSTRIAL",,45.410726,-75.641061,,,0
AE450,8629,"NEIGHBOURHOOD / CORONATION",,45.41025,-75.652761,,,0
AE480,1392,"ROLLAND / BLAIR",,45.409445,-75.65345,,,0
AE495,3641,"CORONATION / NEIGHBOURHOOD",,45.410284,-75.652416,,,0
AE500,8560,"CORONATION / AD. 466",,45.410696,-75.649752,,,0
AE510,8556,"CORONATION / AD. 466",,45.410562,-75.649857,,,0
AE520,8559,"CORONATION / CHOMLEY",,45.410612,-75.645768,,,0
AE530,7144,"CORONATION / CHOMLEY",,45.4105,-75.64637,,,0
AE540,7145,"CORONATION / WEYBURN",,45.410037,-75.642237,,,0
AE550,7146,"CORONATION / WEYBURN",,45.409866,-75.642253,,,0
AE560,8558,"CORONATION / BOTSFORD",,45.409145,-75.638685,,,0
AE570,8557,"CORONATION / BOTSFORD",,45.40904,-75.638738,,,0
AE580,7147,"CORONATION / RUSSELL",,45.408727,-75.636764,,,0
AE590,7150,"CORONATION / RUSSELL",,45.40849,-75.636359,,,0
AE600,7148,"RUSSELL / SHELLEY",,45.407547,-75.635504,,,0
AE610,7151,"RUSSELL / SHELLEY",,45.407304,-75.635482,,,0
AE620,7149,"RUSSELL / THIRSK",,45.406191,-75.634448,,,0
AE625,8354,"RUSSELL / PERLEY HOSPITAL",,45.404588,-75.633101,,,0
AE630,7163,"RUSSELL / THIRSK",,45.406023,-75.634538,,,0
AE635,7155,"RUSSELL / PERLEY HOSPITAL",,45.404518,-75.633242,,,0
AE640,8355,"RUSSELL / HAIG",,45.403702,-75.632446,,,0
AE650,7152,"RUSSELL / HAIG",,45.403381,-75.631966,,,0
AE660,7156,"RUSSELL / CUBA",,45.402153,-75.629008,,,0
AE670,7153,"RUSSELL / CUBA",,45.402177,-75.62865,,,0
AE680,7154,"RUSSELL / AD. 1909",,45.401728,-75.626422,,,0
AE690,7157,"RUSSELL / AD. 1909",,45.401576,-75.626526,,,0
AE700,3395,"TERMINAL / TRAINYARDS",,45.415008,-75.646327,,,0
AE705,3396,"TERMINAL / TRAINYARDS",,45.41518,-75.645379,,,0
AE710,3397,"TERMINAL / WALMART ENT.",,45.414769,-75.649346,,,0
AE715,3398,"TERMINAL / WALMART ENT.",,45.414937,-75.648973,,,0
AE721,1802,"TERMINAL / SANDFORD FLEMING",,45.414184,-75.65665,,,0
AE726,1801,"TERMINAL / SANDFORD FLEMING",,45.414329,-75.656674,,,0
AE800,7074,"INDUSTRIAL GARAGE / BELFAST",,45.412873,-75.638645,,,0
AE810,7073,"INDUSTRIAL GARAGE / BELFAST",,45.412876,-75.638764,,,0
AE815,1187,"TRAINYARD MALL / ROAD TO BELFAST",,45.412477,-75.639455,,,0
AE820,1186,"TRAINYARD MALL / ROAD TO BELFAST",,45.412777,-75.63986,,,0
AF075,1868,"RIVERSIDE / TERMINAL",,45.412342,-75.65898,,,0
AF080,1869,"RIVERSIDE / TERMINAL",,45.412299,-75.659681,,,0
AF100,8552,"SANDFORD FLEMING / INDUSTRIAL",,45.412881,-75.655673,,,0
AF105,8626,"ALTA VISTA / ROLLAND",,45.411264,-75.655927,,,0
AF110,8544,"ALTA VISTA / CALEDON",,45.410301,-75.657257,,,0
AF120,8209,"ALTA VISTA / CALEDON",,45.410148,-75.657158,,,0
AF130,7164,"ALTA VISTA / DALE",,45.408778,-75.658174,,,0
AF140,7165,"ALTA VISTA / DORION",,45.408257,-75.658208,,,0
AF150,8219,"ALTA VISTA / DORION",,45.407819,-75.658674,,,0
AF160,7166,"ALTA VISTA / CLUNY",,45.404998,-75.660226,,,0
AF170,7167,"ALTA VISTA / BALFOUR",,45.405043,-75.66044,,,0
AF180,8220,"ALTA VISTA / VALOUR",,45.402776,-75.66184,,,0
AF190,8208,"ALTA VISTA / VALOUR",,45.402819,-75.661559,,,0
AF210,7170,"ALTA VISTA / SMYTH",,45.399717,-75.661822,,,0
AF220,7168,"ALTA VISTA / SMYTH",,45.400899,-75.662302,,,0
AF230,7169,"ALTA VISTA / SMYTH",,45.399214,-75.661918,,,0
AF240,8234,"SMYTH / ALTA VISTA",,45.398585,-75.662043,,,0
AF270,2401,"SMYTH / RIVERSIDE",,45.399035,-75.667081,,,0
AF280,7171,"SMYTH / RIVERSIDE",,45.398935,-75.666955,,,0
AF911,3023,"HURDMAN 2A",,45.412408,-75.6632,,,0
AF931,3023,"HURDMAN 2C",,45.412529,-75.66158,,,0
AF961,3023,"HURDMAN 1B",,45.412044,-75.662352,,,0
AF965,3030,"LYCÉE CLAUDEL 1A",,45.406611,-75.664453,,,0
AF970,3030,"LYCÉE CLAUDEL 2A",,45.406546,-75.664224,,,0
AF971,3023,"HURDMAN 1C",,45.411981,-75.663094,,,0
AF975,3031,"SMYTH 1A",,45.401103,-75.666859,,,0
AF980,3031,"SMYTH 2A",,45.401146,-75.666552,,,0
AG040,8555,"RIVERSIDE / PLEASANT PARK",,45.393036,-75.67238,,,0
AG105,8216,"PLEASANT PARK / CABOT",,45.39277,-75.671682,,,0
AG120,2327,"PLEASANT PARK / CABOT",,45.392671,-75.671645,,,0
AG150,8240,"PLEASANT PARK / CAVENDISH",,45.392966,-75.665293,,,0
AG160,8242,"PLEASANT PARK / CAVENDISH",,45.392796,-75.665334,,,0
AG180,7173,"PLEASANT PARK / ALTA VISTA",,45.393011,-75.662789,,,0
AG190,8207,"ALTA VISTA / SMYTH",,45.398059,-75.66154,,,0
AG200,7174,"ALTA VISTA / CRESTVIEW",,45.396345,-75.662178,,,0
AG210,8228,"ALTA VISTA / CRESTVIEW",,45.395593,-75.662687,,,0
AG220,7175,"ALTA VISTA / BILLINGS",,45.39454,-75.662677,,,0
AG240,8206,"ALTA VISTA / PLEASANT PARK",,45.393423,-75.662592,,,0
AG250,7176,"ALTA VISTA / PLEASANT PARK",,45.393163,-75.662685,,,0
AG260,8227,"ALTA VISTA / MOUNTBATTEN",,45.391685,-75.662413,,,0
AG270,837,"ALTA VISTA / SUMMIT",,45.39135,-75.662124,,,0
AG280,7178,"ALTA VISTA / CUNNINGHAM",,45.389276,-75.662729,,,0
AG290,7177,"ALTA VISTA / CUNNINGHAM",,45.388667,-75.663083,,,0
AG300,5851,"ALTA VISTA / KILBORN",,45.386721,-75.662831,,,0
AG310,5705,"ALTA VISTA / KILBORN",,45.386494,-75.662566,,,0
AG320,8226,"ALTA VISTA / ORILLIA",,45.385235,-75.662598,,,0
AG330,5709,"ALTA VISTA / CLONTARF",,45.385071,-75.662421,,,0
AG340,7180,"ALTA VISTA / RANDALL",,45.383828,-75.662197,,,0
AG350,7179,"ALTA VISTA / RANDALL",,45.382874,-75.662211,,,0
AG360,8422,"ALTA VISTA / PALEN",,45.382043,-75.661802,,,0
AG370,8423,"ALTA VISTA / WESMAR",,45.381738,-75.661896,,,0
AG380,7181,"ALTA VISTA / WESMAR",,45.379854,-75.661438,,,0
AG390,8359,"ALTA VISTA / HERON",,45.378456,-75.661012,,,0
AG430,8425,"ALTA VISTA / RIDGEMONT",,45.377114,-75.660841,,,0
AG480,8231,"HERON / ALTA VISTA",,45.37903,-75.66191,,,0
AG500,7187,"HERON / EVANS",,45.37889,-75.664552,,,0
AG510,8427,"HERON/EDGEHILL",,45.378716,-75.664596,,,0
AG520,8286,"HERON / BANK",,45.37876,-75.666843,,,0
AG525,1166,"HERON / BANK",,45.378518,-75.666961,,,0
AG540,8225,"KILBORN / ALTA VISTA",,45.386542,-75.662949,,,0
AG550,7189,"KILBORN / LILAC",,45.386343,-75.665301,,,0
AG560,7188,"KILBORN / LILAC",,45.38647,-75.66544,,,0
AG570,8224,"KILBORN / BEAVER",,45.386188,-75.667487,,,0
AG580,8203,"KILBORN / BLOSSOM",,45.386203,-75.66953,,,0
AG590,7190,"KILBORN / UTAH",,45.386024,-75.669661,,,0
AG600,7192,"KILBORN / ROONEY'S LANE",,45.385124,-75.670887,,,0
AG610,7191,"KILBORN / ROONEY'S LANE",,45.384539,-75.670883,,,0
AG900,3032,"RIVERSIDE 2A",,45.396845,-75.669081,,,0
AG910,3032,"RIVERSIDE 1A",,45.396892,-75.669335,,,0
AG920,3033,"PLEASANT PARK 2A",,45.392716,-75.669231,,,0
AG930,3033,"PLEASANT PARK 1A",,45.392852,-75.669433,,,0
AG940,3033,"PLEASANT PARK 4A",,45.392778,-75.669115,,,0
AG950,3033,"PLEASANT PARK 3A",,45.392746,-75.669613,,,0
AH010,8384,"WALKLEY / BANK",,45.370576,-75.662661,,,0
AH020,8404,"WALKLEY / BANFF",,45.371189,-75.661503,,,0
AH030,7193,"WALKLEY / AYERS",,45.371671,-75.65981,,,0
AH040,7195,"WALKLEY / HAMPSTEAD",,45.371967,-75.65964,,,0
AH050,7194,"WALKLEY / HAMPSTEAD",,45.372378,-75.658076,,,0
AH060,7196,"WALKLEY / JASPER",,45.373054,-75.656892,,,0
AH090,8390,"WALKLEY / JASPER",,45.373139,-75.656341,,,0
AH095,7197,"ALBION / WALKLEY",,45.372809,-75.653762,,,0
AH110,8536,"WALKLEY / BAYCREST",,45.376366,-75.648518,,,0
AH115,7198,"WALKLEY / HEATHERINGTON",,45.3777,-75.645242,,,0
AH120,5818,"WALKLEY / AD. 1570",,45.376519,-75.648477,,,0
AH125,1087,"WALKLEY / HEATHERINGTON",,45.377818,-75.645368,,,0
AH130,8387,"WALKLEY / HEATHERINGTON",,45.378088,-75.644138,,,0
AH140,8399,"WALKLEY / AD. 1680",,45.378817,-75.642927,,,0
AH160,7201,"WALKLEY / HERON",,45.379301,-75.641553,,,0
AH170,7199,"WALKLEY / HERON",,45.379112,-75.641492,,,0
AH180,7202,"WALKLEY / HOLLY",,45.379929,-75.640011,,,0
AH190,7200,"WALKLEY / HOLLY",,45.379757,-75.639937,,,0
AH220,5806,"HEATHERINGTON / FAIRLEA",,45.377515,-75.644606,,,0
AH230,8400,"HEATHERINGTON / FAIRLEA",,45.376425,-75.644224,,,0
AH240,7203,"HEATHERINGTON / ANGELA",,45.375052,-75.64366,,,0
AH250,8386,"HEATHERINGTON / FAIRLEA",,45.375149,-75.64348,,,0
AH260,7204,"HEATHERINGTON / BANNERHILL",,45.373959,-75.644277,,,0
AH270,7205,"HEATHERINGTON / BANNERHILL",,45.373717,-75.644408,,,0
AH280,8401,"HEATHERINGTON / AD. 1560",,45.373078,-75.648107,,,0
AH290,8385,"HEATHERINGTON / AD. 1535",,45.373019,-75.648632,,,0
AH300,7206,"HEATHERINGTON / AD. 1476",,45.373364,-75.65021,,,0
AH310,7208,"HEATHERINGTON / AD. 1485",,45.37322,-75.650186,,,0
AH320,7207,"HEATHERINGTON / AD. 1455",,45.372826,-75.651737,,,0
AH330,7209,"HEATHERINGTON / AD. 1455",,45.372735,-75.651496,,,0
AH340,8402,"HEATHERINGTON / ALBION",,45.372279,-75.653124,,,0
AH350,7210,"HEATHERINGTON / ALBION",,45.372231,-75.652729,,,0
AH360,8403,"ALBION / WALKLEY",,45.373825,-75.654135,,,0
AH470,5899,"BAYCREST / HERON",,45.378998,-75.65273,,,0
AH480,1917,"BAYCREST / HERON",,45.37915,-75.65269,,,0
AH490,5880,"BAYCREST / CEDARWOOD",,45.3775,-75.650991,,,0
AH500,2394,"BAYCREST / CEDARWOOD",,45.377664,-75.65118,,,0
AH510,1924,"BAYCREST / WALKLEY",,45.376509,-75.649626,,,0
AI010,8937,"KILBORN / ALTA VISTA",,45.38671,-75.662537,,,0
AI030,8201,"KILBORN / BRAESIDE",,45.386875,-75.660466,,,0
AI040,8307,"KILBORN / BRAESIDE",,45.386721,-75.660315,,,0
AI050,7213,"KILBORN / WEBSTER",,45.38711,-75.657028,,,0
AI060,7211,"KILBORN / WEBSTER",,45.386957,-75.656979,,,0
AI070,8200,"KILBORN / PROSPECT",,45.387299,-75.654509,,,0
AI080,7212,"KILBORN / PROSPECT",,45.387112,-75.654805,,,0
AI090,7214,"KILBORN / FEATHERSTON",,45.387493,-75.651556,,,0
AI100,8415,"KILBORN / FEATHERSTON",,45.387339,-75.651405,,,0
AI110,7215,"KILBORN / PLAYFAIR",,45.387649,-75.64951,,,0
AI120,7216,"KILBORN / PLAYFAIR",,45.387486,-75.649372,,,0
AI140,7227,"KILBORN / VIRGINIA",,45.387888,-75.645459,,,0
AI150,8416,"KILBORN / VIRGINIA",,45.387903,-75.643824,,,0
AI160,8418,"KILBORN / BEAUMONT",,45.388088,-75.643285,,,0
AI170,7229,"KILBORN / DELMAR",,45.3883,-75.640319,,,0
AI180,7228,"KILBORN / DELMAR",,45.388153,-75.63995,,,0
AI190,7230,"KILBORN / FEATHERSTON",,45.388384,-75.638402,,,0
AI200,8911,"KILBORN / FEATHERSTON",,45.388387,-75.637623,,,0
AI230,8333,"KILBORN / HAIG",,45.389379,-75.635513,,,0
AI240,8331,"KILBORN / HAIG",,45.389298,-75.635438,,,0
AI295,8414,"FEATHERSTON / RYDER",,45.384242,-75.636856,,,0
AI300,8411,"FEATHERSTON / RYDER",,45.384528,-75.636634,,,0
